feature_mode,model_name,n_features,chosen_threshold,selected_hyperparameters,hyperparameter_search_csv,train_cv_pr_auc,train_cv_roc_auc,train_cv_precision_after_matching,train_cv_recall_after_matching,train_cv_F1_after_matching,summary_json,test_precision_after_matching,test_recall_after_matching,test_F1_after_matching,test_TP,test_FP,test_FN,split_index,split_id,split_name,train_csv,test_csv,assignment_csv,train_rows,test_rows,total_rows,total_input_rows,excluded_exception_rows,exception_column,exception_positive_value,train_fraction,test_fraction,n_train_primordia,n_test_primordia,train_set,test_set,train_daughter_pairs,test_daughter_pairs,total_daughter_pairs,train_non_daughter_pairs,test_non_daughter_pairs,train_daughter_pair_frequency,test_daughter_pair_frequency,daughter_pair_frequency_difference
selected4,xgboost,4,0.2412060301507537,"{""xgb_colsample_bytree"": 0.8, ""xgb_gamma"": 0.0, ""xgb_learning_rate"": 0.05, ""xgb_max_depth"": 4, ""xgb_min_child_weight"": 1.0, ""xgb_n_estimators"": 600, ""xgb_reg_alpha"": 0.0, ""xgb_reg_lambda"": 1.0, ""xgb_subsample"": 0.8}",output/all_satisfying_primordia_splits/split_062/models/selected4/xgboost/hyperparameter_search_train_cv.csv,0.9102280511901952,0.9876881985208884,0.915617128463476,0.9261146496815288,0.9208359721342624,output/all_satisfying_primordia_splits/split_062/models/selected4/xgboost/training_summary.json,0.9194029850746268,0.9361702127659576,0.927710843373494,308,27,21,61,split_062,split_062,output/all_satisfying_primordia_splits/split_062/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_062/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_062/primordium_assignment.csv,5428,2145,7573,7624,51,exception_label,1,0.7167568995114222,0.2832431004885778,7,5,sample1;sample10;sample2;sample3;sample4;sample5;sample6,sample11;sample12;sample7;sample8;sample9,785,329,1114,4643,1816,0.144620486366986,0.1533799533799534,0.008759467012967398
selected4,lightgbm,4,0.0351758793969849,"{""lgbm_colsample_bytree"": 0.8, ""lgbm_learning_rate"": 0.02, ""lgbm_max_depth"": -1, ""lgbm_min_child_samples"": 20, ""lgbm_n_estimators"": 1500, ""lgbm_num_leaves"": 63, ""lgbm_reg_alpha"": 0.0, ""lgbm_reg_lambda"": 1.0, ""lgbm_subsample"": 0.8}",output/all_satisfying_primordia_splits/split_062/models/selected4/lightgbm/hyperparameter_search_train_cv.csv,0.898691716696366,0.9862037366023232,0.9045226130653268,0.9171974522292994,0.9108159392789372,output/all_satisfying_primordia_splits/split_062/models/selected4/lightgbm/training_summary.json,0.9036144578313252,0.9118541033434652,0.9077155824508322,300,32,29,61,split_062,split_062,output/all_satisfying_primordia_splits/split_062/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_062/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_062/primordium_assignment.csv,5428,2145,7573,7624,51,exception_label,1,0.7167568995114222,0.2832431004885778,7,5,sample1;sample10;sample2;sample3;sample4;sample5;sample6,sample11;sample12;sample7;sample8;sample9,785,329,1114,4643,1816,0.144620486366986,0.1533799533799534,0.008759467012967398
all,lr,49,0.4723618090452261,"{""lr_C"": 1.0}",output/all_satisfying_primordia_splits/split_063/models/all/lr/hyperparameter_search_train_cv.csv,0.9556818828816982,0.9928696035554008,0.9301423027166882,0.9625167336010708,0.9460526315789474,output/all_satisfying_primordia_splits/split_063/models/all/lr/training_summary.json,0.935656836461126,0.9509536784741144,0.9432432432432432,349,24,18,62,split_063,split_063,output/all_satisfying_primordia_splits/split_063/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_063/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_063/primordium_assignment.csv,5174,2399,7573,7624,51,exception_label,1,0.6832166908754786,0.31678330912452135,8,4,sample1;sample10;sample11;sample12;sample2;sample4;sample5;sample9,sample3;sample6;sample7;sample8,747,367,1114,4427,2032,0.14437572477773483,0.15298040850354314,0.008604683725808304
all,svm,49,0.2211055276381909,"{""svm_C"": 1.0, ""svm_calib_method"": ""sigmoid""}",output/all_satisfying_primordia_splits/split_063/models/all/svm/hyperparameter_search_train_cv.csv,0.9562665581205296,0.9929403632147747,0.9281984334203656,0.9518072289156626,0.9398545935228024,output/all_satisfying_primordia_splits/split_063/models/all/svm/training_summary.json,0.9480874316939892,0.9455040871934604,0.9467939972714868,347,19,20,62,split_063,split_063,output/all_satisfying_primordia_splits/split_063/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_063/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_063/primordium_assignment.csv,5174,2399,7573,7624,51,exception_label,1,0.6832166908754786,0.31678330912452135,8,4,sample1;sample10;sample11;sample12;sample2;sample4;sample5;sample9,sample3;sample6;sample7;sample8,747,367,1114,4427,2032,0.14437572477773483,0.15298040850354314,0.008604683725808304
all,xgboost,49,0.2763819095477387,"{""xgb_colsample_bytree"": 0.8, ""xgb_gamma"": 0.0, ""xgb_learning_rate"": 0.05, ""xgb_max_depth"": 4, ""xgb_min_child_weight"": 1.0, ""xgb_n_estimators"": 600, ""xgb_reg_alpha"": 0.0, ""xgb_reg_lambda"": 1.0, ""xgb_subsample"": 0.8}",output/all_satisfying_primordia_splits/split_063/models/all/xgboost/hyperparameter_search_train_cv.csv,0.9422572612011408,0.9917061514637724,0.9448183041722744,0.9397590361445785,0.9422818791946308,output/all_satisfying_primordia_splits/split_063/models/all/xgboost/training_summary.json,0.9419889502762432,0.9291553133514986,0.935528120713306,341,21,26,62,split_063,split_063,output/all_satisfying_primordia_splits/split_063/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_063/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_063/primordium_assignment.csv,5174,2399,7573,7624,51,exception_label,1,0.6832166908754786,0.31678330912452135,8,4,sample1;sample10;sample11;sample12;sample2;sample4;sample5;sample9,sample3;sample6;sample7;sample8,747,367,1114,4427,2032,0.14437572477773483,0.15298040850354314,0.008604683725808304
all,lightgbm,49,0.3316582914572864,"{""lgbm_colsample_bytree"": 0.8, ""lgbm_learning_rate"": 0.02, ""lgbm_max_depth"": -1, ""lgbm_min_child_samples"": 20, ""lgbm_n_estimators"": 1500, ""lgbm_num_leaves"": 63, ""lgbm_reg_alpha"": 0.0, ""lgbm_reg_lambda"": 1.0, ""lgbm_subsample"": 0.8}",output/all_satisfying_primordia_splits/split_063/models/all/lightgbm/hyperparameter_search_train_cv.csv,0.9381036368931276,0.9913101695238148,0.958904109589041,0.9370816599732262,0.9478672985781992,output/all_satisfying_primordia_splits/split_063/models/all/lightgbm/training_summary.json,0.952513966480447,0.9291553133514986,0.9406896551724137,341,17,26,62,split_063,split_063,output/all_satisfying_primordia_splits/split_063/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_063/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_063/primordium_assignment.csv,5174,2399,7573,7624,51,exception_label,1,0.6832166908754786,0.31678330912452135,8,4,sample1;sample10;sample11;sample12;sample2;sample4;sample5;sample9,sample3;sample6;sample7;sample8,747,367,1114,4427,2032,0.14437572477773483,0.15298040850354314,0.008604683725808304
selected4,lr,4,0.4924623115577889,"{""lr_C"": 1.0}",output/all_satisfying_primordia_splits/split_063/models/selected4/lr/hyperparameter_search_train_cv.csv,0.9380013131793736,0.9906890569581996,0.9213917525773196,0.9571619812583668,0.9389363099146422,output/all_satisfying_primordia_splits/split_063/models/selected4/lr/training_summary.json,0.93368700265252,0.9591280653950952,0.946236559139785,352,25,15,62,split_063,split_063,output/all_satisfying_primordia_splits/split_063/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_063/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_063/primordium_assignment.csv,5174,2399,7573,7624,51,exception_label,1,0.6832166908754786,0.31678330912452135,8,4,sample1;sample10;sample11;sample12;sample2;sample4;sample5;sample9,sample3;sample6;sample7;sample8,747,367,1114,4427,2032,0.14437572477773483,0.15298040850354314,0.008604683725808304
selected4,svm,4,0.1658291457286432,"{""svm_C"": 1.0, ""svm_calib_method"": ""sigmoid""}",output/all_satisfying_primordia_splits/split_063/models/selected4/svm/hyperparameter_search_train_cv.csv,0.9373312288235088,0.9906536771285124,0.9261658031088082,0.9571619812583668,0.9414088215931532,output/all_satisfying_primordia_splits/split_063/models/selected4/svm/training_summary.json,0.936,0.9564032697547684,0.9460916442048518,351,24,16,62,split_063,split_063,output/all_satisfying_primordia_splits/split_063/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_063/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_063/primordium_assignment.csv,5174,2399,7573,7624,51,exception_label,1,0.6832166908754786,0.31678330912452135,8,4,sample1;sample10;sample11;sample12;sample2;sample4;sample5;sample9,sample3;sample6;sample7;sample8,747,367,1114,4427,2032,0.14437572477773483,0.15298040850354314,0.008604683725808304
selected4,xgboost,4,0.0251256281407035,"{""xgb_colsample_bytree"": 0.8, ""xgb_gamma"": 0.0, ""xgb_learning_rate"": 0.05, ""xgb_max_depth"": 4, ""xgb_min_child_weight"": 1.0, ""xgb_n_estimators"": 600, ""xgb_reg_alpha"": 0.0, ""xgb_reg_lambda"": 1.0, ""xgb_subsample"": 0.8}",output/all_satisfying_primordia_splits/split_063/models/selected4/xgboost/hyperparameter_search_train_cv.csv,0.9094469871897656,0.9881380805202588,0.8925,0.9558232931726908,0.923076923076923,output/all_satisfying_primordia_splits/split_063/models/selected4/xgboost/training_summary.json,0.9112271540469974,0.9509536784741144,0.9306666666666666,349,34,18,62,split_063,split_063,output/all_satisfying_primordia_splits/split_063/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_063/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_063/primordium_assignment.csv,5174,2399,7573,7624,51,exception_label,1,0.6832166908754786,0.31678330912452135,8,4,sample1;sample10;sample11;sample12;sample2;sample4;sample5;sample9,sample3;sample6;sample7;sample8,747,367,1114,4427,2032,0.14437572477773483,0.15298040850354314,0.008604683725808304
selected4,lightgbm,4,0.0452261306532663,"{""lgbm_colsample_bytree"": 0.8, ""lgbm_learning_rate"": 0.02, ""lgbm_max_depth"": -1, ""lgbm_min_child_samples"": 20, ""lgbm_n_estimators"": 1500, ""lgbm_num_leaves"": 63, ""lgbm_reg_alpha"": 0.0, ""lgbm_reg_lambda"": 1.0, ""lgbm_subsample"": 0.8}",output/all_satisfying_primordia_splits/split_063/models/selected4/lightgbm/hyperparameter_search_train_cv.csv,0.8968117194050808,0.985796056751666,0.9084880636604774,0.9170013386880856,0.9127248500999334,output/all_satisfying_primordia_splits/split_063/models/selected4/lightgbm/training_summary.json,0.9249329758713136,0.9400544959128064,0.9324324324324323,345,28,22,62,split_063,split_063,output/all_satisfying_primordia_splits/split_063/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_063/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_063/primordium_assignment.csv,5174,2399,7573,7624,51,exception_label,1,0.6832166908754786,0.31678330912452135,8,4,sample1;sample10;sample11;sample12;sample2;sample4;sample5;sample9,sample3;sample6;sample7;sample8,747,367,1114,4427,2032,0.14437572477773483,0.15298040850354314,0.008604683725808304
all,lr,49,0.5175879396984925,"{""lr_C"": 1.0}",output/all_satisfying_primordia_splits/split_064/models/all/lr/hyperparameter_search_train_cv.csv,0.9546843035407612,0.9930182459267276,0.9404617253948968,0.9638854296388544,0.9520295202952028,output/all_satisfying_primordia_splits/split_064/models/all/lr/training_summary.json,0.9182389937106918,0.9389067524115756,0.9284578696343402,292,26,19,63,split_064,split_064,output/all_satisfying_primordia_splits/split_064/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_064/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_064/primordium_assignment.csv,5434,2139,7573,7624,51,exception_label,1,0.7175491879043971,0.2824508120956028,9,3,sample1;sample10;sample11;sample12;sample2;sample3;sample4;sample5;sample8,sample6;sample7;sample9,803,311,1114,4631,1828,0.14777327935222673,0.14539504441327722,0.0023782349389495083
all,svm,49,0.1959798994974874,"{""svm_C"": 1.0, ""svm_calib_method"": ""sigmoid""}",output/all_satisfying_primordia_splits/split_064/models/all/svm/hyperparameter_search_train_cv.csv,0.9554810620784366,0.9930166324566184,0.9311594202898552,0.9601494396014943,0.94543225015328,output/all_satisfying_primordia_splits/split_064/models/all/svm/training_summary.json,0.9341692789968652,0.9581993569131833,0.946031746031746,298,21,13,63,split_064,split_064,output/all_satisfying_primordia_splits/split_064/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_064/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_064/primordium_assignment.csv,5434,2139,7573,7624,51,exception_label,1,0.7175491879043971,0.2824508120956028,9,3,sample1;sample10;sample11;sample12;sample2;sample3;sample4;sample5;sample8,sample6;sample7;sample9,803,311,1114,4631,1828,0.14777327935222673,0.14539504441327722,0.0023782349389495083
all,xgboost,49,0.1507537688442211,"{""xgb_colsample_bytree"": 0.8, ""xgb_gamma"": 0.0, ""xgb_learning_rate"": 0.05, ""xgb_max_depth"": 4, ""xgb_min_child_weight"": 1.0, ""xgb_n_estimators"": 600, ""xgb_reg_alpha"": 0.0, ""xgb_reg_lambda"": 1.0, ""xgb_subsample"": 0.8}",output/all_satisfying_primordia_splits/split_064/models/all/xgboost/hyperparameter_search_train_cv.csv,0.9471260687528336,0.9923389750108438,0.9375764993880048,0.953922789539228,0.9456790123456792,output/all_satisfying_primordia_splits/split_064/models/all/xgboost/training_summary.json,0.932258064516129,0.9292604501607716,0.930756843800322,289,21,22,63,split_064,split_064,output/all_satisfying_primordia_splits/split_064/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_064/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_064/primordium_assignment.csv,5434,2139,7573,7624,51,exception_label,1,0.7175491879043971,0.2824508120956028,9,3,sample1;sample10;sample11;sample12;sample2;sample3;sample4;sample5;sample8,sample6;sample7;sample9,803,311,1114,4631,1828,0.14777327935222673,0.14539504441327722,0.0023782349389495083
all,lightgbm,49,0.1758793969849246,"{""lgbm_colsample_bytree"": 0.8, ""lgbm_learning_rate"": 0.02, ""lgbm_max_depth"": -1, ""lgbm_min_child_samples"": 20, ""lgbm_n_estimators"": 1500, ""lgbm_num_leaves"": 63, ""lgbm_reg_alpha"": 0.0, ""lgbm_reg_lambda"": 1.0, ""lgbm_subsample"": 0.8}",output/all_satisfying_primordia_splits/split_064/models/all/lightgbm/hyperparameter_search_train_cv.csv,0.9489529289765548,0.9925100028423964,0.946716232961586,0.9514321295143212,0.9490683229813666,output/all_satisfying_primordia_splits/split_064/models/all/lightgbm/training_summary.json,0.9413680781758956,0.9292604501607716,0.9352750809061487,289,18,22,63,split_064,split_064,output/all_satisfying_primordia_splits/split_064/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_064/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_064/primordium_assignment.csv,5434,2139,7573,7624,51,exception_label,1,0.7175491879043971,0.2824508120956028,9,3,sample1;sample10;sample11;sample12;sample2;sample3;sample4;sample5;sample8,sample6;sample7;sample9,803,311,1114,4631,1828,0.14777327935222673,0.14539504441327722,0.0023782349389495083
selected4,lr,4,0.4773869346733668,"{""lr_C"": 1.0}",output/all_satisfying_primordia_splits/split_064/models/selected4/lr/hyperparameter_search_train_cv.csv,0.9389330224099206,0.9909118606994448,0.9234449760765552,0.9613947696139477,0.9420378279438684,output/all_satisfying_primordia_splits/split_064/models/selected4/lr/training_summary.json,0.91875,0.945337620578778,0.9318541996830426,294,26,17,63,split_064,split_064,output/all_satisfying_primordia_splits/split_064/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_064/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_064/primordium_assignment.csv,5434,2139,7573,7624,51,exception_label,1,0.7175491879043971,0.2824508120956028,9,3,sample1;sample10;sample11;sample12;sample2;sample3;sample4;sample5;sample8,sample6;sample7;sample9,803,311,1114,4631,1828,0.14777327935222673,0.14539504441327722,0.0023782349389495083
selected4,svm,4,0.1658291457286432,"{""svm_C"": 1.0, ""svm_calib_method"": ""sigmoid""}",output/all_satisfying_primordia_splits/split_064/models/selected4/svm/hyperparameter_search_train_cv.csv,0.938600264734308,0.990882549325798,0.9231692677070829,0.9576587795765878,0.9400977995110024,output/all_satisfying_primordia_splits/split_064/models/selected4/svm/training_summary.json,0.930379746835443,0.945337620578778,0.937799043062201,294,22,17,63,split_064,split_064,output/all_satisfying_primordia_splits/split_064/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_064/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_064/primordium_assignment.csv,5434,2139,7573,7624,51,exception_label,1,0.7175491879043971,0.2824508120956028,9,3,sample1;sample10;sample11;sample12;sample2;sample3;sample4;sample5;sample8,sample6;sample7;sample9,803,311,1114,4631,1828,0.14777327935222673,0.14539504441327722,0.0023782349389495083
selected4,xgboost,4,0.0402010050251256,"{""xgb_colsample_bytree"": 0.8, ""xgb_gamma"": 0.0, ""xgb_learning_rate"": 0.05, ""xgb_max_depth"": 4, ""xgb_min_child_weight"": 1.0, ""xgb_n_estimators"": 600, ""xgb_reg_alpha"": 0.0, ""xgb_reg_lambda"": 1.0, ""xgb_subsample"": 0.8}",output/all_satisfying_primordia_splits/split_064/models/selected4/xgboost/hyperparameter_search_train_cv.csv,0.9251267532804804,0.9892049437799786,0.8969555035128806,0.953922789539228,0.9245624622812312,output/all_satisfying_primordia_splits/split_064/models/selected4/xgboost/training_summary.json,0.8888888888888888,0.9260450160771704,0.9070866141732282,288,36,23,63,split_064,split_064,output/all_satisfying_primordia_splits/split_064/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_064/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_064/primordium_assignment.csv,5434,2139,7573,7624,51,exception_label,1,0.7175491879043971,0.2824508120956028,9,3,sample1;sample10;sample11;sample12;sample2;sample3;sample4;sample5;sample8,sample6;sample7;sample9,803,311,1114,4631,1828,0.14777327935222673,0.14539504441327722,0.0023782349389495083
selected4,lightgbm,4,0.0100502512562814,"{""lgbm_colsample_bytree"": 0.8, ""lgbm_learning_rate"": 0.02, ""lgbm_max_depth"": -1, ""lgbm_min_child_samples"": 20, ""lgbm_n_estimators"": 1500, ""lgbm_num_leaves"": 63, ""lgbm_reg_alpha"": 0.0, ""lgbm_reg_lambda"": 1.0, ""lgbm_subsample"": 0.8}",output/all_satisfying_primordia_splits/split_064/models/selected4/lightgbm/hyperparameter_search_train_cv.csv,0.9158741004330916,0.9880928595073591,0.9073634204275536,0.9514321295143212,0.9288753799392097,output/all_satisfying_primordia_splits/split_064/models/selected4/lightgbm/training_summary.json,0.8836477987421384,0.9035369774919614,0.8934817170111287,281,37,30,63,split_064,split_064,output/all_satisfying_primordia_splits/split_064/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_064/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_064/primordium_assignment.csv,5434,2139,7573,7624,51,exception_label,1,0.7175491879043971,0.2824508120956028,9,3,sample1;sample10;sample11;sample12;sample2;sample3;sample4;sample5;sample8,sample6;sample7;sample9,803,311,1114,4631,1828,0.14777327935222673,0.14539504441327722,0.0023782349389495083
all,lr,49,0.6130653266331658,"{""lr_C"": 1.0}",output/all_satisfying_primordia_splits/split_065/models/all/lr/hyperparameter_search_train_cv.csv,0.9601931382998456,0.9939146074208418,0.9420289855072465,0.9533333333333334,0.9476474486414844,output/all_satisfying_primordia_splits/split_065/models/all/lr/training_summary.json,0.9361111111111112,0.925824175824176,0.930939226519337,337,23,27,64,split_065,split_065,output/all_satisfying_primordia_splits/split_065/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_065/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_065/primordium_assignment.csv,5161,2412,7573,7624,51,exception_label,1,0.6815000660240328,0.31849993397596726,8,4,sample1;sample10;sample11;sample12;sample2;sample4;sample7;sample8,sample3;sample5;sample6;sample9,750,364,1114,4411,2048,0.1453206742879287,0.15091210613598674,0.005591431848058048
all,svm,49,0.1758793969849246,"{""svm_C"": 1.0, ""svm_calib_method"": ""sigmoid""}",output/all_satisfying_primordia_splits/split_065/models/all/svm/hyperparameter_search_train_cv.csv,0.9581190810343514,0.9937395904178948,0.9272959183673468,0.9693333333333334,0.9478487614080836,output/all_satisfying_primordia_splits/split_065/models/all/svm/training_summary.json,0.9351351351351352,0.9505494505494504,0.9427792915531334,346,24,18,64,split_065,split_065,output/all_satisfying_primordia_splits/split_065/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_065/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_065/primordium_assignment.csv,5161,2412,7573,7624,51,exception_label,1,0.6815000660240328,0.31849993397596726,8,4,sample1;sample10;sample11;sample12;sample2;sample4;sample7;sample8,sample3;sample5;sample6;sample9,750,364,1114,4411,2048,0.1453206742879287,0.15091210613598674,0.005591431848058048
all,xgboost,49,0.2814070351758794,"{""xgb_colsample_bytree"": 0.8, ""xgb_gamma"": 0.0, ""xgb_learning_rate"": 0.05, ""xgb_max_depth"": 4, ""xgb_min_child_weight"": 1.0, ""xgb_n_estimators"": 600, ""xgb_reg_alpha"": 0.0, ""xgb_reg_lambda"": 1.0, ""xgb_subsample"": 0.8}",output/all_satisfying_primordia_splits/split_065/models/all/xgboost/hyperparameter_search_train_cv.csv,0.9577267926176836,0.9935917781304316,0.9546061415220294,0.9533333333333334,0.95396931287525,output/all_satisfying_primordia_splits/split_065/models/all/xgboost/training_summary.json,0.9431818181818182,0.912087912087912,0.9273743016759776,332,20,32,64,split_065,split_065,output/all_satisfying_primordia_splits/split_065/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_065/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_065/primordium_assignment.csv,5161,2412,7573,7624,51,exception_label,1,0.6815000660240328,0.31849993397596726,8,4,sample1;sample10;sample11;sample12;sample2;sample4;sample7;sample8,sample3;sample5;sample6;sample9,750,364,1114,4411,2048,0.1453206742879287,0.15091210613598674,0.005591431848058048
all,lightgbm,49,0.050251256281407,"{""lgbm_colsample_bytree"": 0.8, ""lgbm_learning_rate"": 0.02, ""lgbm_max_depth"": -1, ""lgbm_min_child_samples"": 20, ""lgbm_n_estimators"": 1500, ""lgbm_num_leaves"": 63, ""lgbm_reg_alpha"": 0.0, ""lgbm_reg_lambda"": 1.0, ""lgbm_subsample"": 0.8}",output/all_satisfying_primordia_splits/split_065/models/all/lightgbm/hyperparameter_search_train_cv.csv,0.9578182760717092,0.99374170634021,0.9461942257217848,0.9613333333333334,0.9537037037037036,output/all_satisfying_primordia_splits/split_065/models/all/lightgbm/training_summary.json,0.9392265193370166,0.934065934065934,0.9366391184573004,340,22,24,64,split_065,split_065,output/all_satisfying_primordia_splits/split_065/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_065/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_065/primordium_assignment.csv,5161,2412,7573,7624,51,exception_label,1,0.6815000660240328,0.31849993397596726,8,4,sample1;sample10;sample11;sample12;sample2;sample4;sample7;sample8,sample3;sample5;sample6;sample9,750,364,1114,4411,2048,0.1453206742879287,0.15091210613598674,0.005591431848058048
selected4,lr,4,0.4221105527638191,"{""lr_C"": 1.0}",output/all_satisfying_primordia_splits/split_065/models/selected4/lr/hyperparameter_search_train_cv.csv,0.9421109728022932,0.9915659336507217,0.9164556962025316,0.9653333333333334,0.9402597402597402,output/all_satisfying_primordia_splits/split_065/models/selected4/lr/training_summary.json,0.9272237196765498,0.945054945054945,0.9360544217687076,344,27,20,64,split_065,split_065,output/all_satisfying_primordia_splits/split_065/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_065/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_065/primordium_assignment.csv,5161,2412,7573,7624,51,exception_label,1,0.6815000660240328,0.31849993397596726,8,4,sample1;sample10;sample11;sample12;sample2;sample4;sample7;sample8,sample3;sample5;sample6;sample9,750,364,1114,4411,2048,0.1453206742879287,0.15091210613598674,0.005591431848058048
selected4,svm,4,0.1407035175879397,"{""svm_C"": 1.0, ""svm_calib_method"": ""sigmoid""}",output/all_satisfying_primordia_splits/split_065/models/selected4/svm/hyperparameter_search_train_cv.csv,0.9413577219878286,0.9915211970074812,0.9187817258883249,0.9653333333333334,0.94148244473342,output/all_satisfying_primordia_splits/split_065/models/selected4/svm/training_summary.json,0.9375,0.9478021978021978,0.9426229508196722,345,23,19,64,split_065,split_065,output/all_satisfying_primordia_splits/split_065/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_065/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_065/primordium_assignment.csv,5161,2412,7573,7624,51,exception_label,1,0.6815000660240328,0.31849993397596726,8,4,sample1;sample10;sample11;sample12;sample2;sample4;sample7;sample8,sample3;sample5;sample6;sample9,750,364,1114,4411,2048,0.1453206742879287,0.15091210613598674,0.005591431848058048
selected4,xgboost,4,0.1256281407035175,"{""xgb_colsample_bytree"": 0.8, ""xgb_gamma"": 0.0, ""xgb_learning_rate"": 0.05, ""xgb_max_depth"": 4, ""xgb_min_child_weight"": 1.0, ""xgb_n_estimators"": 600, ""xgb_reg_alpha"": 0.0, ""xgb_reg_lambda"": 1.0, ""xgb_subsample"": 0.8}",output/all_satisfying_primordia_splits/split_065/models/selected4/xgboost/hyperparameter_search_train_cv.csv,0.9328223640280776,0.9904417743519988,0.9177377892030848,0.952,0.9345549738219894,output/all_satisfying_primordia_splits/split_065/models/selected4/xgboost/training_summary.json,0.9100817438692098,0.9175824175824177,0.9138166894664844,334,33,30,64,split_065,split_065,output/all_satisfying_primordia_splits/split_065/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_065/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_065/primordium_assignment.csv,5161,2412,7573,7624,51,exception_label,1,0.6815000660240328,0.31849993397596726,8,4,sample1;sample10;sample11;sample12;sample2;sample4;sample7;sample8,sample3;sample5;sample6;sample9,750,364,1114,4411,2048,0.1453206742879287,0.15091210613598674,0.005591431848058048
selected4,lightgbm,4,0.0150753768844221,"{""lgbm_colsample_bytree"": 0.8, ""lgbm_learning_rate"": 0.02, ""lgbm_max_depth"": -1, ""lgbm_min_child_samples"": 20, ""lgbm_n_estimators"": 1500, ""lgbm_num_leaves"": 63, ""lgbm_reg_alpha"": 0.0, ""lgbm_reg_lambda"": 1.0, ""lgbm_subsample"": 0.8}",output/all_satisfying_primordia_splits/split_065/models/selected4/lightgbm/hyperparameter_search_train_cv.csv,0.9283714716831838,0.9890815385777978,0.918918918918919,0.952,0.9351669941060904,output/all_satisfying_primordia_splits/split_065/models/selected4/lightgbm/training_summary.json,0.9168900804289544,0.9395604395604396,0.9280868385345996,342,31,22,64,split_065,split_065,output/all_satisfying_primordia_splits/split_065/neighbor_pairs_train.csv,output/all_satisfying_primordia_splits/split_065/neighbor_pairs_test.csv,output/all_satisfying_primordia_splits/split_065/primordium_assignment.csv,5161,2412,7573,7624,51,exception_label,1,0.6815000660240328,0.31849993397596726,8,4,sample1;sample10;sample11;sample12;sample2;sample4;sample7;sample8,sample3;sample5;sample6;sample9,750,364,1114,4411,2048,0.1453206742879287,0.15091210613598674,0.005591431848058048
